APV,    1,      0,      1,      13,     1,      9,      8,      7,      0,      normal, 0,      1,
APV,    1,      0,      1,      13,     1,      8,      9,      5,      0,      normal, 0,      1,
APV,    1,      0,      1,      13,     1,      7,      10,     3,      0,      normal, 0,      1,
APV,    1,      0,      1,      13,     1,      6,      11,     1,      0,      normal, 0,      1,

# J0:M_1_X_T - flex-v2
#APV,    1,      0,      1,      13,     1,      5,      8,      7,      0,      normal, 0,      1,
#APV,    1,      0,      1,      13,     1,      6,      9,      5,      0,      normal, 0,      1,
#APV,    1,      0,      1,      13,     1,      7,      10,     3,      0,      normal, 0,      1,
#APV,    1,      0,      1,      13,     1,      8,      11,     1,      0,      normal, 0,      1,

# J0:M_2_X_T - rigid
APV,    1,      0,      1,      20,     1,      10,     16,     7,      0,      normal, 0,      2,
APV,    1,      0,      1,      20,     1,      11,     17,     5,      0,      normal, 0,      2,
APV,    1,      0,      1,      20,     1,      12,     18,     3,      0,      normal, 0,      2,
APV,    1,      0,      1,      20,     1,      13,     19,     1,      0,      normal, 0,      2,
# J0:M_0_Y_R (Right) - rigid
APV,    1,      0,      2,      14,     0,      0,      0,      0,      1,      normal, 0,      0,
APV,    1,      0,      2,      14,     0,      1,      1,      2,      1,      normal, 0,      0,
APV,    1,      0,      2,      14,     0,      2,      2,      4,      1,      normal, 0,      0,
APV,    1,      0,      2,      14,     0,      3,      3,      6,      1,      normal, 0,      0,
APV,    1,      0,      2,      14,     0,      4,      4,      8,      1,      normal, 0,      0,

# J0:M_1_Y_R - rigid
APV,    1,      0,      2,      13,     0,      5,      8,      0,      1,      normal, 0,      1,
APV,    1,      0,      2,      13,     0,      6,      9,      2,      1,      normal, 0,      1,
APV,    1,      0,      2,      13,     0,      7,      10,     4,      1,      normal, 0,      1,
APV,    1,      0,      2,      13,     0,      8,      11,     6,      1,      normal, 0,      1,
APV,    1,      0,      2,      13,     0,      9,      12,     8,      1,      normal, 0,      1,

# J0:M_2_Y_R - rigid
APV,    1,      0,      2,      20,     0,      10,     16,     0,      1,      normal, 0,      2,
APV,    1,      0,      2,      20,     0,      11,     17,     2,      1,      normal, 0,      2,
APV,    1,      0,      2,      20,     0,      12,     18,     4,      1,      normal, 0,      2,
APV,    1,      0,      2,      20,     0,      13,     19,     6,      1,      normal, 0,      2,
APV,    1,      0,      2,      20,     0,      14,     20,     8,      1,      normal, 0,      2,

# J0:M_0_X_B (Bottom) - rigid
APV,    1,      0,      3,      14,     1,      0,      0,      0,      1,      normal, 0,      0,
APV,    1,      0,      3,      14,     1,      1,      1,      2,      1,      normal, 0,      0,
APV,    1,      0,      3,      14,     1,      2,      2,      4,      1,      normal, 0,      0,
APV,    1,      0,      3,      14,     1,      3,      3,      6,      1,      normal, 0,      0,

# J0:M_1_X_B - flex-v1
APV,    1,      0,      3,      13,     1,      9,      8,      0,      1,      normal, 0,      1,
APV,    1,      0,      3,      13,     1,      8,      9,      2,      1,      normal, 0,      1,
APV,    1,      0,      3,      13,     1,      7,      10,     4,      1,      normal, 0,      1,
APV,    1,      0,      3,      13,     1,      6,      11,     6,      1,      normal, 0,      1,

# J0:M_1_X_B - flex-v2
#APV,    1,      0,      3,      13,     1,      9,      8,      0,      1,      normal, 0,      1,
#APV,    1,      0,      3,      13,     1,      8,      9,      2,      1,      normal, 0,      1,
#APV,    1,      0,      3,      13,     1,      7,      10,     4,      1,      normal, 0,      1,
#APV,    1,      0,      3,      13,     1,      6,      11,     6,      1,      normal, 0,      1,

# J0:M_2_X_B - flex-v1
APV,    1,      0,      3,      20,     1,      14,     16,     0,      1,      normal, 0,      2,
APV,    1,      0,      3,      20,     1,      13,     17,     2,      1,      normal, 0,      2,
APV,    1,      0,      3,      20,     1,      12,     18,     4,      1,      normal, 0,      2,
APV,    1,      0,      3,      20,     1,      11,     19,     6,      1,      normal, 0,      2,


# J0:M_2_X_B - flex-v2
#APV,    1,      0,      3,      20,     1,      10,     16,     0,      1,      normal, 0,      2,
#APV,    1,      0,      3,      20,     1,      11,     17,     2,      1,      normal, 0,      2,
#APV,    1,      0,      3,      20,     1,      12,     18,     4,      1,      normal, 0,      2,
#APV,    1,      0,      3,      20,     1,      13,     19,     6,      1,      normal, 0,      2,


